CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
																																																		2.011	118.997	67.447	49.479	595.124	-242.797	352.327	-488.452			1.870	118.682	58.892	46.094	560.998	-234.829	326.169	-450.111													2.052	115.761	69.305	45.601	613.721	-246.950	366.771	-502.748
																																																		2.016	118.903	67.690	49.832	595.803	-242.926	352.877	-489.676			1.876	118.623	59.253	46.256	562.485	-235.281	327.204	-451.757													2.056	115.724	69.558	45.636	615.864	-247.564	368.300	-504.634
																																																		2.021	118.835	67.980	50.026	597.390	-243.347	354.043	-491.427			1.880	118.594	59.619	46.359	564.365	-235.916	328.449	-453.553													2.060	115.764	69.740	45.757	617.031	-247.841	369.191	-505.902
																																																		2.027	118.767	68.285	50.253	598.849	-243.733	355.117	-493.155			1.885	118.536	59.894	46.686	566.034	-236.469	329.565	-455.306													2.063	115.794	69.850	45.833	617.656	-247.986	369.670	-506.642
																																																		2.032	118.703	68.602	50.433	599.770	-244.021	355.749	-494.403			1.889	118.435	60.228	46.845	567.731	-237.007	330.724	-457.027													2.067	115.791	70.039	45.850	618.725	-248.320	370.404	-507.660
																																																		2.035	118.729	68.607	50.348	602.253	-244.581	357.672	-496.309			1.892	118.366	60.522	47.186	570.162	-237.643	332.519	-459.543													2.070	115.679	70.198	45.963	619.207	-248.449	370.758	-508.353
																																																		2.039	118.642	68.888	50.557	603.143	-244.936	358.207	-497.415			1.896	118.267	60.773	47.276	570.824	-237.962	332.862	-460.265													2.072	115.736	70.308	45.872	619.723	-248.475	371.247	-508.876
																																																		2.039	118.703	68.898	49.964	602.957	-244.928	358.029	-496.690			1.902	118.203	61.170	47.579	571.441	-238.127	333.313	-461.485													2.075	115.683	70.508	46.046	620.649	-248.803	371.846	-509.907
																																																		2.044	118.617	69.177	50.232	604.493	-245.422	359.071	-498.355			1.904	118.051	61.306	47.839	572.806	-238.603	334.203	-462.832													2.079	115.692	70.681	46.156	620.355	-248.636	371.720	-510.136
																																																		2.045	118.555	69.305	50.386	605.783	-245.924	359.859	-499.461			1.912	118.095	61.695	47.729	574.036	-238.932	335.104	-464.095													2.082	115.670	70.851	46.325	621.655	-248.994	372.661	-511.471
																																																		2.049	118.438	69.456	50.944	607.082	-246.107	360.975	-501.361			1.918	118.067	62.047	47.799	575.04	-239.217	335.823	-465.32													2.086	115.768	71.069	46.392	623.374	-249.514	373.860	-513.049
																																																		2.054	118.512	69.802	50.916	609.452	-246.913	362.539	-503.320			1.923	118.105	62.326	47.785	576.196	-239.595	336.601	-466.408													2.090	115.735	71.283	46.506	624.531	-249.853	374.677	-514.306
																																																		2.059	118.365	70.045	51.202	609.305	-246.790	362.515	-503.935			1.929	118.051	62.650	47.943	578.008	-240.093	337.915	-468.304													2.092	115.775	71.441	46.316	624.989	-249.983	375.006	-514.655
																																																		2.064	118.359	70.278	51.290	609.798	-246.881	362.917	-504.762			1.935	117.993	62.988	48.130	579.651	-240.563	339.088	-470.083													2.096	115.763	71.648	46.397	625.982	-250.295	375.686	-515.750
																																																		2.067	118.433	70.487	50.919	610.682	-247.275	363.407	-505.166			1.941	117.930	63.358	48.337	581.434	-241.078	340.356	-472.043													2.099	115.842	71.850	46.163	627.263	-250.882	376.381	-516.502
																																																		2.070	118.268	70.666	51.469	609.159	-246.593	362.566	-505.053			1.948	117.869	63.759	48.553	583.289	-241.614	341.675	-474.08													2.100	115.845	71.973	46.350	629.150	-251.463	377.687	-518.188
																																																		2.074	118.237	70.872	51.563	610.774	-247.057	363.717	-506.589			1.956	117.800	64.194	48.764	585.341	-242.209	343.132	-476.308													2.102	115.746	72.022	46.323	629.192	-251.437	377.755	-518.345
																																																		2.078	118.211	71.099	51.646	612.187	-247.470	364.716	-507.988			1.964	117.721	64.676	49.027	587.668	-242.867	344.802	-478.936													2.106	115.764	72.385	46.283	630.605	-251.936	378.669	-519.581
																																																		2.082	118.184	71.372	51.798	614.010	-247.936	366.075	-509.806			1.970	117.699	65.009	49.154	589.864	-243.604	346.259	-480.885													2.107	115.884	72.332	46.408	629.634	-251.579	378.055	-519.110
																																																		2.086	118.183	71.613	51.810	614.192	-248.102	366.089	-510.104			1.978	117.636	65.462	49.324	591.34	-244.026	347.314	-482.644													2.110	115.870	72.504	46.620	630.286	-251.662	378.624	-520.117
																																																		2.090	118.136	71.828	51.919	615.482	-248.453	367.029	-511.459			1.980	117.615	65.615	49.037	592.475	-244.476	347.999	-483.301													2.111	115.803	72.602	46.850	632.123	-251.913	380.210	-522.046
																																																		2.093	118.120	72.013	52.092	618.140	-249.263	368.877	-513.814			1.986	117.558	65.902	49.322	594.238	-244.919	349.319	-485.292													2.114	116.023	72.886	46.771	632.479	-252.203	380.276	-522.400
																																																		2.097	118.043	72.262	51.978	618.061	-249.273	368.788	-513.988			1.992	117.502	66.200	49.576	595.604	-245.275	350.33	-486.943													2.115	116.028	73.022	46.570	634.709	-252.976	381.733	-523.742
																																																		2.102	117.998	72.488	52.097	619.523	-249.684	369.839	-515.484			1.997	117.449	66.532	49.691	597.007	-245.69	351.317	-488.464													2.118	116.056	73.322	46.750	636.410	-253.494	382.916	-525.536
																																																		2.106	117.950	72.731	52.228	620.756	-250.035	370.721	-516.843			1.999	117.362	66.602	50.244	597.1	-245.549	351.55	-489.341													2.122	116.010	73.444	46.696	635.509	-253.337	382.171	-524.977
																																																		2.110	117.940	72.938	52.208	621.938	-250.380	371.558	-517.968			2.002	117.247	66.609	50.551	595.054	-244.641	350.412	-488.559													2.125	116.002	73.576	46.787	635.841	-253.415	382.426	-525.542
																																																		2.112	117.880	73.139	52.686	623.033	-250.780	372.253	-519.397			2.003	117.287	66.722	50.430	595.748	-244.923	350.825	-488.982													2.129	115.993	73.720	46.868	636.334	-253.549	382.785	-526.224
																																																		2.116	117.851	73.310	52.778	623.200	-250.638	372.563	-520.067			2.008	117.281	67.035	50.491	597.49	-245.52	351.97	-490.59													2.130	115.991	73.775	46.849	636.400	-253.491	382.909	-526.434
																																																		2.119	117.663	73.500	52.826	624.587	-251.139	373.448	-521.253			2.013	117.255	67.339	50.589	599.324	-246.092	353.232	-492.345													2.133	115.999	73.929	46.964	637.302	-253.794	383.508	-527.426
																																																		2.121	117.675	73.674	52.631	624.673	-251.242	373.431	-521.286			2.019	117.215	67.662	50.742	601.165	-246.667	354.498	-494.13													2.133	116.002	73.986	46.802	638.509	-254.194	384.315	-528.152
																																																		2.126	117.593	73.931	52.888	626.998	-251.825	375.173	-523.610			2.023	117.314	67.867	50.618	602.296	-247.059	355.237	-495.028													2.135	116.018	74.094	46.824	639.006	-254.327	384.680	-528.677
																																																		2.127	117.683	74.112	52.495	625.916	-251.867	374.049	-522.311			2.027	117.302	68.128	50.660	603.898	-247.585	356.312	-496.468													2.137	116.032	74.143	46.995	637.215	-253.644	383.571	-527.873
																																																		2.130	117.733	74.180	52.801	628.322	-252.436	375.887	-524.568			2.031	117.128	68.325	50.955	605.908	-248.128	357.78	-498.496													2.138	116.033	74.167	47.152	637.849	-253.765	384.083	-528.622
																																																		2.134	117.779	74.330	52.794	628.959	-252.570	376.390	-525.281			2.033	117.225	68.403	50.959	606.442	-248.238	358.204	-499.109													2.141	116.088	74.446	47.173	638.883	-254.159	384.725	-529.616
																																																		2.137	117.616	74.604	53.117	631.222	-253.249	377.973	-527.547			2.033	117.110	68.511	51.199	608.535	-248.97	359.566	-500.911													2.144	116.090	74.563	47.175	640.249	-254.607	385.642	-530.803
																																																		2.141	117.602	74.810	53.304	630.325	-252.741	377.584	-527.603			2.035	117.071	68.704	51.281	609.5	-249.295	360.205	-501.855													2.147	116.145	74.796	47.201	641.316	-254.950	386.366	-531.886
																																																		2.143	117.697	74.947	53.349	631.621	-253.118	378.503	-528.767			2.042	117.027	69.019	51.362	609.99	-249.432	360.558	-502.704													2.148	116.045	74.955	47.478	644.145	-255.891	388.254	-534.235
																																																		2.147	117.571	75.142	53.458	632.092	-253.210	378.882	-529.562			2.048	116.986	69.344	51.507	611.159	-249.78	361.378	-504.031													2.149	116.179	75.006	47.315	643.916	-255.845	388.071	-533.961
																																																		2.150	117.590	75.346	53.517	634.036	-253.852	380.184	-531.213			2.053	116.948	69.597	51.398	612.657	-250.43	362.227	-505.092													2.152	116.193	75.233	47.386	644.291	-256.013	388.277	-534.554
																																																		2.153	117.817	75.490	53.381	634.328	-254.063	380.266	-531.353			2.058	116.894	69.845	51.530	613.895	-250.707	363.189	-506.514													2.155	116.286	75.379	47.599	644.789	-256.151	388.637	-535.366
																																																		2.156	117.868	75.614	53.275	635.389	-254.373	381.016	-532.224			2.064	116.848	70.095	51.667	614.983	-250.974	364.009	-507.805													2.156	116.257	75.371	47.561	645.026	-256.214	388.812	-535.552
																																																		2.158	117.915	75.680	53.254	636.625	-254.741	381.884	-533.222			2.069	116.803	70.342	51.804	616.041	-251.247	364.793	-509.041													2.158	116.247	75.482	47.542	645.867	-256.443	389.424	-536.367
																																																		2.161	117.833	75.819	53.360	637.309	-254.882	382.426	-534.130			2.074	116.757	70.602	51.953	617.265	-251.575	365.69	-510.271													2.159	116.214	75.496	47.541	646.348	-256.540	389.808	-536.826
																																																		2.164	117.698	75.986	53.545	637.979	-255.026	382.952	-535.095			2.080	116.708	70.891	52.103	618.58	-251.924	366.655	-511.765													2.159	116.176	75.475	47.191	644.570	-255.967	388.604	-535.243
																																																		2.168	117.787	76.224	53.605	639.388	-255.487	383.901	-536.444			2.086	116.654	71.185	52.225	620.006	-252.327	367.679	-513.327													2.162	116.168	75.737	47.194	646.078	-256.520	389.558	-536.560
																																																		2.171	117.720	76.407	53.694	639.874	-255.706	384.168	-537.079			2.092	116.603	71.460	52.355	621.339	-252.691	368.648	-514.795													2.165	116.193	75.866	47.355	646.849	-256.720	390.129	-537.580
																																																		2.175	117.667	76.595	53.740	640.696	-255.976	384.720	-537.998			2.097	116.570	71.681	52.519	622.265	-252.907	369.358	-515.973													2.166	116.221	75.985	47.412	648.459	-257.339	391.120	-538.837
																																																		2.178	117.675	76.813	53.762	642.319	-256.488	385.831	-539.431			2.100	116.501	71.868	52.261	622.74	-253.324	369.416	-516.044													2.169	116.225	76.149	47.462	648.454	-257.245	391.210	-539.251
																																																		2.180	117.422	76.908	53.956	641.608	-256.086	385.522	-539.510			2.103	116.534	72.130	52.048	624.402	-253.897	370.505	-517.243													2.172	116.255	76.367	47.556	650.185	-257.798	392.388	-540.863
																																																		2.184	117.389	77.108	54.008	642.438	-256.438	386.001	-540.376			2.105	116.480	72.228	52.367	624.724	-253.828	370.896	-518.103													2.172	116.327	76.442	47.520	651.260	-258.046	393.214	-541.732
																																																		2.187	117.351	77.317	54.063	643.486	-256.813	386.673	-541.460			2.106	116.493	72.383	52.621	627.943	-254.73	373.214	-520.874													2.176	116.326	76.704	47.450	651.979	-258.362	393.617	-542.429
																																																		2.186	117.379	77.171	53.895	643.017	-256.790	386.227	-540.739			2.110	116.510	72.440	52.660	626.164	-254.219	371.945	-519.755													2.177	116.312	76.719	47.421	651.497	-258.272	393.226	-542.073
																																																		2.190	117.339	77.421	54.261	644.923	-257.388	387.536	-542.767			2.116	116.471	72.709	52.705	627.055	-254.539	372.517	-520.759													2.180	116.243	76.986	47.653	653.350	-258.763	394.587	-544.068
																																																		2.191	117.468	77.563	54.072	647.222	-258.330	388.892	-544.145			2.118	116.379	72.838	52.844	628.045	-254.696	373.348	-521.924													2.181	116.275	76.991	47.523	651.942	-258.391	393.550	-542.940
																																																		2.193	117.646	77.689	53.979	647.773	-258.697	389.075	-544.344			2.120	116.281	73.071	52.662	628.871	-255.049	373.822	-522.492													2.182	116.280	77.064	47.529	652.590	-258.603	393.987	-543.505
																																																		2.194	117.572	77.718	53.745	645.506	-257.882	387.624	-542.742			2.125	116.137	73.240	53.032	630.252	-255.355	374.896	-524.183													2.184	116.332	77.198	47.553	653.635	-258.893	394.742	-544.518
																																																		2.198	117.523	77.959	53.670	646.604	-258.247	388.357	-543.768			2.129	116.122	73.427	53.223	631.281	-255.641	375.639	-525.403													2.185	116.329	77.344	47.873	655.796	-259.452	396.344	-546.662
																																																		2.199	117.366	78.028	53.974	649.322	-258.935	390.387	-546.262			2.131	116.098	73.530	53.096	631.248	-255.675	375.573	-525.349													2.187	116.333	77.439	47.954	656.391	-259.711	396.680	-547.202
																																																		2.201	117.260	78.190	54.106	649.422	-258.862	390.560	-546.791			2.134	116.057	73.756	53.264	632.749	-256.134	376.615	-526.869													2.188	116.375	77.515	48.128	655.983	-259.506	396.476	-547.337
																																																		2.205	117.209	78.406	54.378	650.762	-259.433	391.328	-548.204			2.139	116.039	73.980	53.331	633.857	-256.474	377.383	-528.083													2.191	116.270	77.659	48.287	657.174	-259.806	397.368	-548.625
																																																		2.208	117.106	78.658	54.465	652.401	-259.918	392.483	-549.782			2.143	115.992	74.230	53.457	635.565	-256.969	378.596	-529.739													2.193	116.350	77.799	48.370	657.403	-259.824	397.579	-549.151
