CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
																																																		1.623	122.830	90.818	-93.001	-2.183	62.683	-64.808	-2.201			1.539	123.051	79.060	-81.017	-1.957	64.915	-66.880	-1.966													1.767	117.208	107.233	-110.802	-3.569	78.006	-81.640	-3.634
																																																		1.630	122.750	91.745	-93.910	-2.165	62.569	-64.793	-2.300			1.546	122.949	80.122	-82.168	-2.046	64.795	-66.818	-2.023													1.779	117.089	108.826	-112.609	-3.784	77.889	-81.670	-3.781
																																																		1.636	122.666	92.627	-94.855	-2.228	62.456	-64.750	-2.369			1.554	122.834	81.313	-83.417	-2.105	64.687	-66.768	-2.081													1.792	116.980	110.126	-114.038	-3.912	77.620	-81.537	-3.917
																																																		1.642	122.561	93.266	-95.553	-2.287	62.475	-64.822	-2.423			1.562	122.700	82.613	-84.791	-2.178	64.538	-66.682	-2.144													1.802	116.908	111.057	-115.064	-4.007	77.402	-81.422	-4.020
																																																		1.649	122.483	94.146	-96.496	-2.350	62.344	-64.750	-2.482			1.567	122.675	83.209	-85.441	-2.232	64.660	-66.878	-2.218													1.812	116.849	111.829	-115.968	-4.139	77.033	-81.219	-4.187
																																																		1.655	122.403	95.048	-97.462	-2.414	62.198	-64.679	-2.557			1.575	122.547	84.397	-86.694	-2.298	64.529	-66.833	-2.304													1.818	116.758	112.650	-116.875	-4.224	77.149	-81.396	-4.247
																																																		1.663	122.318	96.025	-98.521	-2.496	62.055	-64.612	-2.633			1.583	122.415	85.602	-87.972	-2.370	64.397	-66.788	-2.392													1.825	116.725	113.183	-117.484	-4.301	76.950	-81.268	-4.318
																																																		1.669	122.280	96.594	-99.159	-2.566	61.872	-64.495	-2.699			1.591	122.276	86.882	-89.298	-2.417	64.299	-66.765	-2.465													1.832	116.706	113.742	-118.057	-4.315	76.665	-81.099	-4.435
																																																		1.675	122.279	97.342	-99.969	-2.627	61.688	-64.361	-2.749			1.600	122.142	88.187	-90.691	-2.504	64.197	-66.755	-2.558													1.832	116.670	113.893	-118.200	-4.307	76.893	-81.294	-4.401
																																																		1.681	122.192	98.182	-100.904	-2.721	61.590	-64.329	-2.815			1.608	122.042	89.381	-91.958	-2.577	64.056	-66.667	-2.611													1.837	116.626	114.307	-118.692	-4.385	76.906	-81.380	-4.474
																																																		1.688	122.096	99.140	-101.924	-2.784	61.467	-64.282	-2.891			1.613	122.013	90.180	-92.819	-2.639	64.014	-66.695	-2.681													1.840	116.694	114.937	-119.351	-4.415	76.614	-81.141	-4.527
																																																		1.696	121.997	100.157	-102.996	-2.839	61.360	-64.216	-2.932			1.620	121.808	91.104	-93.814	-2.710	63.877	-66.641	-2.765													1.845	116.668	115.246	-119.718	-4.472	76.476	-81.043	-4.568
																																																		1.704	121.891	101.239	-104.174	-2.935	61.211	-64.153	-3.018			1.626	121.681	91.963	-94.741	-2.777	63.897	-66.731	-2.834													1.851	116.608	115.866	-120.428	-4.562	76.320	-80.956	-4.636
																																																		1.710	121.901	101.594	-104.566	-2.972	61.009	-64.051	-3.118			1.627	121.554	92.635	-95.460	-2.826	63.883	-66.742	-2.859													1.853	116.646	116.101	-120.689	-4.588	76.216	-80.887	-4.672
																																																		1.716	121.787	102.552	-105.601	-3.048	60.979	-64.053	-3.150			1.632	121.445	93.187	-96.083	-2.896	63.914	-66.838	-2.924													1.858	116.579	116.546	-121.220	-4.675	76.137	-80.877	-4.739
																																																		1.722	121.656	103.316	-106.473	-3.157	60.868	-64.012	-3.220			1.638	121.357	94.027	-97.014	-2.988	63.825	-66.812	-2.986													1.865	116.530	116.999	-121.786	-4.787	76.018	-80.816	-4.798
																																																		1.728	121.722	103.929	-107.112	-3.183	60.781	-64.037	-3.332			1.641	121.351	93.839	-96.842	-3.003	63.445	-66.454	-3.008													1.868	116.445	117.221	-122.046	-4.824	75.995	-80.837	-4.842
																																																		1.735	121.621	104.718	-108.021	-3.304	60.706	-63.991	-3.362			1.642	121.388	93.613	-96.597	-2.984	63.267	-66.263	-2.996													1.874	116.452	117.855	-122.773	-4.917	75.776	-80.704	-4.929
																																																		1.742	121.518	105.606	-109.017	-3.411	60.550	-63.956	-3.482			1.645	121.312	93.907	-96.965	-3.057	63.320	-66.358	-3.038													1.881	116.391	118.517	-123.493	-4.976	75.476	-80.496	-5.020
																																																		1.749	121.429	106.468	-109.999	-3.531	60.403	-63.869	-3.542			1.651	121.203	94.813	-97.950	-3.136	63.215	-66.320	-3.106													1.886	116.354	118.999	-124.042	-5.043	75.269	-80.344	-5.075
																																																		1.753	121.274	107.156	-110.681	-3.525	60.446	-63.963	-3.593			1.657	121.122	95.799	-98.998	-3.200	63.176	-66.358	-3.181													1.892	116.306	119.501	-124.616	-5.115	75.206	-80.343	-5.136
																																																		1.759	121.221	107.851	-111.455	-3.603	60.300	-63.921	-3.697			1.664	121.034	96.812	-100.121	-3.309	63.126	-66.384	-3.259													1.898	116.254	120.008	-125.176	-5.168	75.114	-80.307	-5.193
																																																		1.765	121.161	108.529	-112.211	-3.682	60.160	-63.851	-3.767			1.671	121.025	97.601	-100.992	-3.391	62.997	-66.341	-3.344													1.904	116.198	120.530	-125.773	-5.243	75.011	-80.270	-5.259
																																																		1.771	121.094	109.349	-113.088	-3.740	59.998	-63.725	-3.803			1.677	120.945	98.526	-101.969	-3.443	63.048	-66.451	-3.403													1.911	116.140	121.101	-126.421	-5.320	74.909	-80.233	-5.324
																																																		1.779	121.015	110.195	-114.020	-3.824	59.810	-63.638	-3.904			1.682	120.815	99.311	-102.808	-3.497	62.765	-66.253	-3.488													1.916	116.127	121.281	-126.666	-5.384	74.653	-80.036	-5.382
																																																		1.786	120.938	111.049	-114.954	-3.905	59.629	-63.538	-3.985			1.689	120.728	100.243	-103.804	-3.561	62.706	-66.279	-3.573													1.919	116.037	121.964	-127.393	-5.430	74.864	-80.308	-5.444
																																																		1.794	120.845	112.017	-116.014	-3.996	59.437	-63.455	-4.094			1.696	120.636	101.188	-104.852	-3.665	62.635	-66.288	-3.654													1.925	115.986	122.413	-127.883	-5.470	74.846	-80.350	-5.505
																																																		1.803	120.751	113.028	-117.118	-4.090	59.218	-63.344	-4.202			1.702	120.544	101.979	-105.706	-3.727	62.627	-66.347	-3.720													1.929	116.013	122.699	-128.185	-5.487	74.519	-80.077	-5.558
																																																		1.813	120.651	114.209	-118.406	-4.197	58.938	-63.197	-4.335			1.712	120.458	103.294	-107.115	-3.821	62.508	-66.347	-3.839													1.934	115.979	123.124	-128.677	-5.554	74.425	-80.049	-5.624
																																																		1.822	120.559	115.196	-119.500	-4.305	58.709	-63.085	-4.452			1.717	120.358	104.011	-107.870	-3.860	62.373	-66.268	-3.895													1.940	115.945	123.592	-129.216	-5.624	74.316	-80.006	-5.690
																																																		1.830	120.510	116.025	-120.415	-4.391	58.499	-62.996	-4.573			1.722	120.213	105.046	-108.978	-3.932	62.314	-66.282	-3.968													1.944	115.962	123.903	-129.575	-5.672	74.160	-79.895	-5.735
																																																		1.836	120.380	116.622	-121.081	-4.459	58.258	-62.811	-4.629			1.729	120.147	105.845	-109.849	-4.004	62.265	-66.296	-4.031													1.948	115.813	124.368	-130.108	-5.741	74.286	-80.067	-5.780
																																																		1.841	120.325	117.137	-121.662	-4.525	58.150	-62.788	-4.714			1.737	120.074	106.708	-110.744	-4.036	62.174	-66.301	-4.127													1.954	115.798	124.821	-130.622	-5.802	74.106	-79.948	-5.842
																																																		1.848	120.358	117.901	-122.540	-4.639	57.924	-62.641	-4.794			1.744	119.990	107.617	-111.761	-4.144	62.081	-66.293	-4.211													1.959	115.779	125.233	-131.092	-5.860	73.985	-79.885	-5.900
																																																		1.854	120.301	118.467	-123.205	-4.738	57.802	-62.620	-4.894			1.753	119.910	108.585	-112.841	-4.255	61.971	-66.264	-4.294													1.965	115.755	125.670	-131.573	-5.902	73.852	-79.813	-5.961
																																																		1.860	120.240	119.070	-123.886	-4.815	57.686	-62.589	-4.979			1.756	119.786	109.205	-113.557	-4.352	62.004	-66.342	-4.338													1.969	115.841	126.026	-132.011	-5.985	73.667	-79.697	-6.030
																																																		1.864	120.260	119.317	-124.174	-4.856	57.965	-62.911	-5.022			1.764	119.718	110.161	-114.564	-4.403	61.870	-66.305	-4.434													1.974	115.809	126.411	-132.430	-6.019	73.582	-79.662	-6.080
																																																		1.869	120.212	119.617	-124.537	-4.920	57.630	-62.635	-5.081			1.769	119.669	110.611	-115.113	-4.503	61.700	-66.201	-4.501													1.979	115.764	126.825	-132.920	-6.095	73.462	-79.627	-6.165
																																																		1.875	120.147	120.225	-125.226	-5.001	57.456	-62.530	-5.150			1.772	119.626	110.787	-115.349	-4.562	61.690	-66.240	-4.549													1.984	115.870	126.980	-133.142	-6.162	73.400	-79.628	-6.228
																																																		1.881	120.078	120.895	-125.974	-5.079	57.275	-62.423	-5.224			1.777	119.570	111.393	-116.001	-4.608	61.676	-66.291	-4.615													1.989	115.832	127.354	-133.588	-6.234	73.269	-79.565	-6.296
																																																		1.887	120.005	121.609	-126.773	-5.163	57.087	-62.317	-5.306			1.783	119.481	112.123	-116.849	-4.726	61.558	-66.248	-4.690													1.994	115.800	127.746	-134.043	-6.298	73.146	-79.516	-6.369
																																																		1.894	119.928	122.356	-127.624	-5.267	56.876	-62.218	-5.418			1.790	119.414	112.881	-117.671	-4.789	61.402	-66.180	-4.777													1.999	115.764	128.096	-134.486	-6.390	72.998	-79.422	-6.423
																																																		1.902	119.853	123.123	-128.485	-5.362	56.675	-62.103	-5.503			1.797	119.338	113.626	-118.507	-4.881	61.274	-66.137	-4.863													2.003	115.785	128.586	-135.032	-6.446	72.988	-79.457	-6.469
																																																		1.910	119.773	123.948	-129.415	-5.467	56.433	-61.990	-5.633			1.805	119.268	114.437	-119.440	-5.003	61.133	-66.069	-4.936													2.007	115.720	129.181	-135.666	-6.484	73.076	-79.582	-6.506
																																																		1.919	119.691	124.790	-130.392	-5.602	56.204	-61.870	-5.742			1.811	119.259	114.912	-119.988	-5.076	60.932	-65.985	-5.052													2.011	115.698	129.442	-135.999	-6.557	72.651	-79.221	-6.570
																																																		1.929	119.602	125.720	-131.436	-5.716	55.929	-61.730	-5.877			1.817	119.075	116.213	-121.350	-5.137	60.839	-65.984	-5.145													2.014	115.849	129.574	-136.188	-6.614	72.497	-79.131	-6.633
																																																		1.940	119.505	126.714	-132.570	-5.857	55.632	-61.572	-6.016			1.821	119.048	116.334	-121.534	-5.200	60.888	-66.067	-5.179													2.020	115.817	129.844	-136.531	-6.688	72.374	-79.059	-6.685
																																																		1.950	119.270	127.750	-133.738	-5.988	55.479	-61.553	-6.150			1.826	119.033	116.688	-121.919	-5.231	60.774	-66.010	-5.236													2.023	115.826	130.226	-136.974	-6.748	72.228	-78.971	-6.742
																																																		1.963	119.488	128.653	-134.804	-6.151	54.769	-61.055	-6.362			1.832	118.956	117.402	-122.718	-5.316	60.653	-65.954	-5.301													2.026	115.822	130.437	-137.217	-6.780	72.208	-78.994	-6.786
																																																		1.973	119.349	129.570	-135.863	-6.292	54.547	-60.981	-6.511			1.836	118.971	117.982	-123.358	-5.376	60.800	-66.136	-5.336													2.033	115.747	130.989	-137.841	-6.851	72.012	-78.893	-6.881
																																																		1.983	119.279	130.310	-136.746	-6.436	54.241	-60.839	-6.674			1.841	118.901	118.489	-123.912	-5.423	60.533	-65.947	-5.414													2.038	115.728	131.284	-138.197	-6.913	71.910	-78.872	-6.963
																																																		1.991	119.048	131.580	-138.116	-6.536	54.530	-61.201	-6.747			1.847	118.897	119.300	-124.797	-5.497	60.628	-66.106	-5.478													2.043	115.711	131.606	-138.588	-6.981	71.769	-78.824	-7.055
																																																		1.996	118.962	131.643	-138.305	-6.663	53.657	-60.456	-6.874			1.853	118.828	119.963	-125.508	-5.545	60.419	-65.977	-5.558													2.045	115.660	131.517	-138.518	-7.001	71.998	-79.070	-7.072
																																																		2.001	119.052	131.598	-138.278	-6.680	53.274	-60.057	-6.859			1.858	118.836	120.487	-126.072	-5.585	60.105	-65.724	-5.620													2.048	115.654	131.655	-138.711	-7.056	71.905	-79.032	-7.126
																																																		2.007	119.062	131.755	-138.561	-6.806	53.049	-59.921	-6.948			1.864	118.770	121.039	-126.704	-5.665	59.942	-65.646	-5.704													2.049	115.646	131.932	-139.011	-7.079	71.557	-78.705	-7.149
																																																		2.011	118.997	132.422	-139.238	-6.817	52.867	-59.814	-7.023			1.870	118.682	121.658	-127.399	-5.741	59.832	-65.625	-5.793													2.052	115.761	131.794	-138.908	-7.114	71.353	-78.524	-7.171
																																																		2.016	118.903	133.017	-139.907	-6.890	53.013	-60.009	-7.072			1.876	118.623	122.181	-128.007	-5.826	59.716	-65.587	-5.871													2.056	115.724	132.082	-139.260	-7.178	71.279	-78.511	-7.232
																																																		2.021	118.835	133.501	-140.486	-6.985	52.943	-60.023	-7.156			1.880	118.594	122.650	-128.553	-5.902	59.601	-65.529	-5.927													2.060	115.764	132.385	-139.634	-7.249	71.053	-78.365	-7.312
																																																		2.027	118.767	134.033	-141.135	-7.102	52.805	-60.014	-7.285			1.885	118.536	123.252	-129.187	-5.935	59.388	-65.379	-5.991													2.063	115.794	132.570	-139.891	-7.321	70.905	-78.282	-7.377
																																																		2.032	118.703	134.530	-141.746	-7.215	52.676	-60.002	-7.402			1.889	118.435	123.745	-129.746	-6.001	59.367	-65.439	-6.072													2.067	115.791	132.777	-140.170	-7.393	70.945	-78.396	-7.450
																																																		2.035	118.729	134.450	-141.725	-7.274	52.649	-60.011	-7.437			1.892	118.366	124.380	-130.464	-6.084	59.352	-65.454	-6.102													2.070	115.679	133.049	-140.508	-7.458	70.788	-78.278	-7.490
																																																		2.039	118.642	134.940	-142.292	-7.352	52.638	-60.071	-7.508			1.896	118.267	124.721	-130.841	-6.120	59.279	-65.441	-6.163													2.072	115.736	133.068	-140.539	-7.471	70.758	-78.319	-7.561
																																																		2.039	118.703	134.357	-141.743	-7.386	52.457	-59.936	-7.555			1.902	118.203	125.420	-131.606	-6.186	59.125	-65.359	-6.235													2.075	115.683	133.443	-140.969	-7.526	70.775	-78.402	-7.627
																																																		2.044	118.617	134.904	-142.361	-7.457	52.381	-59.896	-7.591			1.904	118.051	125.816	-132.063	-6.246	59.483	-65.744	-6.261													2.079	115.692	133.725	-141.320	-7.595	70.759	-78.451	-7.691
																																																		2.045	118.555	135.186	-142.677	-7.491	52.054	-59.643	-7.665			1.912	118.095	126.096	-132.416	-6.320	59.217	-65.567	-6.350													2.082	115.670	134.064	-141.711	-7.647	70.695	-78.450	-7.755
																																																		2.049	118.438	135.895	-143.458	-7.564	52.181	-59.806	-7.701			1.918	118.067	126.519	-132.919	-6.400	59.049	-65.473	-6.424													2.086	115.768	134.350	-142.085	-7.735	70.538	-78.423	-7.885
																																																		2.054	118.512	136.213	-143.847	-7.634	51.836	-59.542	-7.783			1.923	118.105	126.783	-133.222	-6.440	58.853	-65.354	-6.500													2.090	115.735	134.678	-142.521	-7.843	70.463	-78.449	-7.986
																																																		2.059	118.365	136.742	-144.483	-7.741	51.722	-59.497	-7.851			1.929	118.051	127.265	-133.799	-6.534	58.678	-65.255	-6.577													2.092	115.775	134.646	-142.539	-7.893	70.434	-78.509	-8.075
																																																		2.064	118.359	137.063	-144.903	-7.840	51.766	-59.605	-7.915			1.935	117.993	127.790	-134.401	-6.611	58.515	-65.178	-6.663													2.096	115.763	134.932	-142.949	-8.017	70.338	-78.513	-8.175
																																																		2.067	118.433	136.902	-144.814	-7.912	51.576	-59.498	-7.998			1.941	117.930	128.367	-135.086	-6.720	58.331	-65.102	-6.772													2.099	115.842	134.901	-143.002	-8.100	70.033	-78.311	-8.278
																																																		2.070	118.268	137.630	-145.542	-7.912	51.739	-59.641	-7.977			1.948	117.869	128.984	-135.800	-6.816	58.133	-65.007	-6.873													2.100	115.845	135.211	-143.379	-8.168	69.974	-78.261	-8.288
																																																		2.074	118.237	137.930	-145.924	-7.994	51.584	-59.606	-8.098			1.956	117.800	129.630	-136.565	-6.935	57.918	-64.905	-6.987													2.102	115.746	135.233	-143.466	-8.233	70.220	-78.583	-8.364
																																																		2.078	118.211	138.239	-146.318	-8.079	51.427	-59.539	-8.188			1.964	117.721	130.375	-137.514	-7.139	57.777	-64.787	-7.011													2.106	115.764	135.556	-143.786	-8.230	70.184	-78.549	-8.365
																																																		2.082	118.184	138.665	-146.773	-8.108	51.399	-59.555	-8.231			1.970	117.699	130.834	-138.000	-7.166	57.505	-64.664	-7.159													2.107	115.884	135.628	-143.926	-8.298	69.818	-78.204	-8.386
																																																		2.086	118.183	138.918	-147.053	-8.134	50.932	-59.171	-8.315			1.978	117.636	131.458	-138.699	-7.241	57.271	-64.590	-7.319													2.110	115.870	136.012	-144.361	-8.350	69.490	-77.996	-8.506
